"CustomerId","TOB","IncomeLevel","Bal01","MaxDqBin01","MaxDqBin02","MaxDqBin03","MaxDqBin04","MaxDqBin05","MaxDqBin06","MtgBal01","NonBankTradesDq01","NonBankTradesDq02","NonBankTradesDq03","NonBankTradesDq04","NonBankTradesDq05","NonBankTradesDq06","FlagGB","FlagSample"
"0000258170",NA,"0",5485.33,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000258199",27,"1",0.08,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000258208",158,"0",426.69,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000258424",96,"1",0.01,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000258430",NA,"3",85,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000258547",95,"0",130.54,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000258637",45,"0",3513.68,"0","0","0","0","1","1",0,0,0,0,0,0,0,1,1
"0000258750",NA,"4",1482.2,"0","0","0","0","0","0",0,11,11,11,11,11,11,1,1
"0000258776",37,"1",587.92,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000258786",58,"1",2278.64,"1","0","1","0","0","0",0,4,3,1,0,0,0,1,1
"0000259163",10,"0",627.17,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000259379",167,"1",1998.7,"0","0","0","0","0","0",0,1,1,1,1,0,0,1,0
"0000259444",199,"3",1782.76,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000259483",55,"0",6129.05,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000259791",80,"1",150.85,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000259828",172,"4",1233.84,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000259868",75,"1",1239.24,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000259906",146,"3",1908.37,"0","0","0","0","0","0",10088.69,0,0,0,1,1,1,1,0
"0000260064",84,"1",22.78,"0","0","0","0","0","0",0,0,0,0,1,1,1,1,1
"0000260137",123,"0",0.01,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000260332",118,"0",277.35,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000260418",210,"4",2703.03,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000260477",42,"3",373.38,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000260725",6,"1",575.12,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000260849",190,"4",4711.89,"0","1","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000260867",54,"3",1400.86,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000260999",23,"1",881.84,"1","2","1","1","1","1",0,1,3,2,2,2,1,0,1
"0000261026",26,"0",1626.69,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000261071",100,"4",11477.86,"0","0","0","0","0","0",92853.29,0,0,0,0,0,0,1,1
"0000261149",7,"0",1484.08,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000261235",11,"0",470.86,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000261331",72,"1",311.96,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000261458",97,"1",18739.1,"0","0","0","0","0","0",24108.71,1,0,0,0,0,0,1,1
"0000261501",109,"3",7504.51,"1","1","0","0","1","0",0,0,0,0,0,0,0,1,1
"0000261546",41,"1",8169.36,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000261601",7,"1",1586.06,"1","1","1","1","1","1",0,0,3,2,2,2,1,1,1
"0000261712",41,"0",179.88,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000261724",128,"1",445.5,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000261729",42,"1",6178.8,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000261920",NA,"3",117.93,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000261928",75,"1",809.83,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000261983",29,"4",12841.58,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000262032",58,NA,14489.46,"0","0","0","1","0","0",0,0,0,0,0,0,0,0,1
"0000262174",31,"3",147.82,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000262300",NA,"1",2903.12,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000262334",39,"1",18286.06,"0","0","0","0","0","0",0,0,0,0,0,0,0,0,1
"0000262483",13,"0",854.99,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000262511",22,"1",187.45,"3","7","7","7","7","7",0,76,77,76,75,75,72,0,0
"0000262647",9,"1",4084.87,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000262901",44,"1",680.42,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000262908",75,"1",284.92,"0","0","0","0","0","0",25748.7,0,0,0,0,0,0,1,1
"0000263099",75,"1",13318.17,"0","0","0","0","0","1",0,0,0,0,0,0,0,1,1
"0000263163",114,NA,6290.8,"0","0","0","0","0","0",33238.45,0,0,0,0,0,0,1,1
"0000263347",80,"3",2190.92,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000263565",62,"1",543.53,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000263982",113,NA,25013.99,"0","0","0","0","1","0",0,0,0,0,0,0,0,1,1
"0000264061",6,"0",1322.9,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000264068",7,"0",1120.37,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000264235",46,"1",1443.85,"0","1","0","2","1","0",0,0,0,0,0,0,0,1,1
"0000264282",78,"1",226.18,"0","0","0","0",NA,NA,0,1,0,0,0,0,0,1,1
"0000264416",34,"0",2169.65,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000264487",22,"1",1248.72,"0","0","1","0","0","0",0,0,0,0,0,0,0,1,0
"0000264551",76,"1",486.15,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000264554",7,NA,6115.82,"1","1","1","1","0","0",0,2,10,0,0,0,0,0,1
"0000264634",25,"1",42.61,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000264991",128,"1",723.42,"1","1","0","1","1","1",0,3,1,1,4,2,1,0,1
"0000265172",112,"3",159.64,"0","0","0","0","0","0",432.07,0,0,0,0,0,0,1,1
"0000265386",99,NA,450.01,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000265459",19,"0",655.08,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000265469",17,"0",4002.97,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000265545",9,NA,707.41,"0","0","0","0","0","0",0,0,0,0,0,0,0,0,1
"0000265853",52,"0",1367.49,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000266067",41,"1",178.5,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000266196",109,"1",2866.84,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000266388",27,"1",1662.52,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000266509",50,"1",646.95,"1","0","0","0","0","0",0,1,0,1,0,0,0,1,1
"0000266520",NA,"3",34348.56,"0","0","0","0","0","0",84842.37,0,0,0,1,0,0,1,1
"0000266659",20,"0",152.24,"0","0","0","0","0","0",0,0,0,0,0,0,1,1,0
"0000267178",63,"1",1400.47,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000267207",130,"1",3027.83,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000267271",26,"1",8199.12,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000267331",130,NA,4835.06,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000267687",220,"1",18536.76,"0","0","0","0","0","2",0,0,0,0,0,0,1,1,0
"0000267788",94,"0",35.03,"0","0","0","0","0","0",0,1,1,1,1,1,1,1,1
"0000268013",123,"3",4464.69,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000268161",107,NA,1716.75,"0","0","1","0","0","0",0,0,0,0,0,0,0,1,1
"0000268217",13,"1",3931.77,"0","0","0","0","0","0",0,0,1,0,0,0,0,1,1
"0000268297",60,"1",8203.82,"0","0","0","6","5","4",0,1,1,1,1,1,1,0,1
"0000268337",20,"0",270.19,"0","0","0","0","0","1",0,0,0,0,0,0,0,1,1
"0000268407",84,"1",117.7,"0","0","0","0","0","0",7602.86,0,0,0,0,0,0,1,1
"0000268459",123,"3",1171.13,"0","0","0","0","0","0",13750.42,0,0,0,0,0,0,1,1
"0000268485",15,"1",91.49,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000268572",131,"4",22797.33,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000268574",47,"0",12.01,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000268654",92,"4",1310.37,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000268730",NA,"4",8644.1,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000268853",173,"1",4364.18,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000268927",6,"0",486.87,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000269013",45,"1",2064.75,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000269066",80,"1",508.11,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000269304",41,"0",221.33,"0","0","0","0","0","0",0,5,5,5,4,3,2,1,0
"0000269349",49,"0",54.06,"1","1","0","1","1","0",0,0,0,0,0,0,0,1,1
"0000269435",40,"1",738.8,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000269442",62,"0",367.31,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000269445",47,"1",1114.17,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000269577",41,"1",439.56,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000269584",7,"0",1285.83,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000269823",176,"0",195.67,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000270028",164,"1",9274.28,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000270029",50,"0",4771.17,"1","1","1","0","1","0",0,0,0,0,0,0,0,1,1
"0000270071",82,"1",2476,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000270393",61,"1",8658.56,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000270484",88,"5",2981.43,"0","1","0","0","1","0",0,0,0,0,0,0,0,1,1
"0000270598",92,"1",17440.21,"0","1","0","0","1","0",0,0,0,0,0,0,0,1,0
"0000270679",13,"0",1189.24,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000270852",61,"4",8776.93,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000270897",56,NA,15041.37,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000270902",48,"1",281.53,"0","0","0","0","0","0",0,5,5,5,5,5,5,1,0
"0000270977",20,"0",278.93,"3","3","2","2","2","2",0,4,5,4,4,11,9,1,1
"0000271094",123,"4",1351.69,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000271138",39,"0",368.15,"0","0","0","0","0","0",0,5,5,5,5,5,5,1,0
"0000271163",71,"1",605.38,"0","0","0","0","0","0",95345.5,0,0,0,0,0,0,1,1
"0000271193",100,"4",2866.32,"0","0","0","0","0","0",121159.43,0,0,0,0,0,0,1,1
"0000271229",168,"1",17706.29,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000271345",149,"1",779.53,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000271347",85,"3",4932.43,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000271528",132,"1",1053.38,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000271562",7,"1",3685.44,"1","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000271701",16,"1",2232.09,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000271809",12,"1",616.21,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000271827",24,"0",250.24,"3","3","2","2","1","2",0,7,6,6,4,5,4,0,0
"0000272033",28,"1",2002.43,"0","0","0","0","1","0",0,0,0,0,0,1,0,1,1
"0000272192",15,NA,1745.33,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000272234",78,"1",1527.83,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000272506",62,"0",80.58,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000272834",18,NA,10581.31,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000273025",77,"3",1779.79,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000273029",31,"1",3125.36,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000273152",47,"3",14569.67,"0","0","0","0","0","0",46322.02,4,5,5,5,4,3,1,1
"0000273241",8,"1",26.87,"0","0","0","0","0","0",76734.38,0,0,0,0,0,0,1,0
"0000273399",10,NA,1649.97,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000273697",86,"0",423.97,"1","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000274174",50,"0",2717,"0","0","0","0","0","0",0,0,0,1,1,1,1,1,1
"0000274296",23,"0",2216.24,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000274625",89,"1",685.94,"2","1","1","1","1","0",0,0,0,0,2,1,1,1,1
"0000274641",177,"1",9513.59,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000274703",127,"3",406.51,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000274805",47,NA,2603.79,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000274827",42,"1",656.53,"0","0","0","0","0","0",0,0,0,0,0,0,0,0,1
"0000274910",NA,"1",107.2,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000274911",87,"3",1323.49,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000275000",NA,"1",229.88,"3","3","2","1","4","3",0,3,3,3,2,4,3,0,1
"0000275088",39,"1",687.29,"0","0","0","0","0","0",0,1,1,1,1,1,1,1,0
"0000275093",17,"0",1565.53,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000275279",46,"1",79.56,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000275335",105,"3",18834.13,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000275601",6,"3",15917.24,"1","0","1","1","0","0",172211.72,0,0,0,0,0,0,1,1
"0000275674",34,"1",8265.46,"1","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000275683",85,"1",1.1,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000275860",NA,"1",8213.4,"0","0","0","0","0","0",0,0,0,0,0,0,1,1,1
"0000275947",91,NA,21702.88,"0","0","3","2","1","0",0,0,0,0,0,0,0,1,1
"0000276013",34,"4",0.42,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000276205",41,NA,4112.58,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000276341",60,"4",13943,"0","0","0","1","0","0",0,0,0,0,0,0,1,1,1
"0000276407",127,"1",7319.01,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000276455",208,"4",3735.85,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000276577",78,"1",714.59,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000276817",76,"1",370.9,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000277090",NA,"3",820.03,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000277179",35,"1",2080.37,"0","0","0","0","0","0",0,0,0,1,0,0,0,1,1
"0000277186",22,"0",1544,"0","1","0","0","1","1",0,0,0,0,4,5,2,1,1
"0000277216",7,"0",467.6,"0","0","0","0","0","0",0,0,0,0,0,0,0,0,0
"0000277217",127,NA,5628.29,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000277436",11,"0",327.87,"1","1","0","1","1","2",0,3,2,1,2,2,2,0,1
"0000277531",30,"1",7986.62,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000277555",109,"0",188.37,"0","0","0","0","0","0",0,3,3,3,3,3,3,1,0
"0000277864",27,"1",692.39,"0","0","0","0","0","0",0,0,0,1,1,1,1,1,1
"0000277953",98,"1",518.68,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000277972",85,"0",910.9,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000277980",NA,"1",216.29,"0","0","0","1","1","1",0,0,0,0,1,1,2,1,1
"0000278095",92,"1",657.21,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000278136",18,"0",570.05,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000278217",166,"1",83.04,"0","0","3","2","1","0",0,0,0,0,0,0,0,1,0
"0000278360",NA,"1",4971.29,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000278417",43,"3",25124.45,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000278478",184,"0",1526.24,"0","0","0","0","0","0",0,1,1,1,2,3,1,1,1
"0000278833",58,"0",257.47,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000279213",147,"4",24481.19,"0","0","0","0","0","1",203964.27,0,0,0,0,0,0,1,1
"0000279318",135,"1",1983.55,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000279354",13,"1",1347.2,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000279414",108,"3",1434.41,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000279762",10,NA,1824.2,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000279772",168,"3",8144.18,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000279841",78,"1",6274.16,"0","0","0","0","0","1",47233.98,0,0,0,0,0,0,1,0
"0000280076",61,"0",3099.86,"1","0","0","1","1","0",0,2,2,2,2,2,1,0,1
"0000280217",127,"1",4327.12,"0","0","0","0","0","0",58091.27,0,0,0,0,0,0,1,1
"0000280320",NA,"1",433.41,"0","0","0","0","0","0",0,1,1,1,0,0,0,1,0
"0000280474",65,"4",11846.3,"0","0","0","0","0","0",148007.57,0,0,0,0,0,0,1,0
"0000280654",82,"2",15881.82,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000280700",NA,"0",1765.29,"0","1","1","0","1","1",0,0,0,0,0,0,0,1,1
"0000280816",37,"0",6379.34,"0","0","0","0","0","1",0,1,0,0,1,0,0,1,1
"0000281028",100,"1",8231.28,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000281088",15,"0",248.65,"0","0","0","0","0","0",0,0,0,0,0,1,0,1,1
"0000281258",56,"1",2176.96,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000281552",11,"0",420,"1","1","1","1","1","1",0,4,4,2,2,2,2,1,0
"0000281975",114,"4",2050.32,"0","0","0","0","0","0",54213.97,0,0,0,0,0,0,1,0
"0000282164",186,"1",6.56,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000282360",NA,"1",3102.95,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000282405",17,"0",21.45,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000282543",80,NA,10.92,"0","0","3","2","1","1",0,0,0,0,0,0,0,1,1
"0000282819",51,"1",3501.51,"1","0","0","0","0","0",0,0,0,0,0,0,0,0,1
"0000282855",80,"0",3.58,"3","2","3","2","1","0",0,0,0,0,0,0,0,0,1
"0000282885",19,"0",0.04,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000282977",42,"1",276.96,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000282998",103,"3",10341.92,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000283236",42,"1",331,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000283403",115,"1",245.33,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000283596",45,"0",487.77,"0","0","0","0","0","0",22640.79,0,0,0,0,0,0,1,0
"0000283611",12,"1",7481.63,"3","2","1","1","0","1",0,13,13,12,12,7,13,0,1
"0000283678",98,"4",28056.3,"0","0","0","1","1","0",180427.98,0,0,0,0,1,0,1,1
"0000283968",134,"1",1230.37,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000284137",63,"1",188.84,"0","0","0","1","0","0",0,0,0,1,1,0,0,1,1
"0000284303",8,"1",964.55,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000284472",53,"1",5354.44,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000284590",NA,"1",5351.38,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000284607",119,"3",23805.45,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000284762",17,"3",7855.56,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000285015",22,"1",2876.04,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000285210",NA,"0",1893.5,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000285344",30,"1",671.6,"1","1","2","2","2","2",0,4,4,4,4,4,3,1,0
"0000285382",16,NA,19051.2,"0","0","0","0","0","0",0,0,0,0,0,0,0,0,0
"0000285733",208,NA,19513.89,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000285868",14,"0",0.15,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000285996",46,"4",55375.76,"0","0","0","0","0","0",158109.6,0,0,0,0,0,0,0,1
"0000286005",49,"1",145.9,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000286133",7,"3",7755.81,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000286149",17,"1",3437.75,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000286162",41,"1",1111.67,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000286166",57,"0",180.43,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000286187",164,"3",1895.62,"1","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000286532",23,"1",2998.22,"0","0","0","0","0","1",0,0,0,0,0,0,0,1,1
"0000286707",24,"1",12.81,"0","7","7","7","7","7",0,23,23,23,23,23,23,0,1
"0000286737",41,NA,181.01,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000287212",35,"1",2391.36,"0","1","1","1","1","1",0,0,0,0,0,0,0,1,1
"0000287453",11,"0",579.79,"1","1","0","0","1","0",0,0,0,0,1,0,0,0,0
"0000287507",7,"1",1823.94,"1","1","1","1","0","0",0,0,1,1,1,0,0,1,1
"0000287633",36,"1",3052.44,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000287670",NA,"1",9218,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000287707",23,"0",987.39,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000287748",159,"4",6556.34,"0","0","0","0","0","0",20177.24,0,0,0,0,0,0,1,1
"0000288085",37,"1",3586.14,"3","2","2","1","0","2",0,3,2,2,1,1,2,0,1
"0000288116",131,"3",1719.72,"0","0","0","0","0","0",0,2,2,2,2,2,2,1,1
"0000288160",NA,"3",14.08,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000288180",NA,"0",217.22,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000288252",40,"1",665.2,"0","0","0","0","0","0",37558.86,0,0,0,0,0,0,1,0
"0000288282",8,"1",6322.14,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000288464",79,NA,21536.34,"0","0","0","0","1","0",0,0,0,0,0,0,0,1,1
"0000288580",NA,"1",3040.37,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000289052",35,"0",646.87,"0","0","0","0","0","0",0,0,0,1,0,0,0,1,1
"0000289371",92,"1",12838.11,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000289398",37,"1",14258.64,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000289460",NA,"1",3836.29,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000289694",36,"1",379.91,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000289742",32,"0",1954.36,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000289847",88,"0",363.17,"0","0","0","0","0","0",0,1,1,1,1,1,1,1,0
"0000289980",NA,"2",10533.03,"0","1","0","0","0","0",117211.04,0,0,0,0,0,0,1,1
"0000290005",80,"1",3104.82,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000290262",7,"0",769.22,"0","0","0","0","0","0",0,1,1,0,0,0,0,1,1
"0000290324",11,"0",1094.67,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000290742",65,"1",662.26,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000290787",18,NA,1100.43,"2","2","1","0","0","0",0,7,5,4,4,4,4,0,1
"0000290914",65,"1",1082.18,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000291198",67,"4",25214.85,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000291788",6,"0",2306.79,"3","2","1","0","0","0",0,2,1,0,0,0,0,0,1
"0000291800",NA,"0",955.35,"1","1","1","1","0","0",0,1,0,0,0,0,0,1,1
"0000291859",85,"1",12448.02,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000292090",NA,"1",1130.57,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000292423",43,NA,9318.48,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000292652",112,"3",2638.39,"0","1","0","0","0","0",28091.96,5,5,4,5,1,0,1,1
"0000292702",17,"0",100.04,"1","1","2","1","1","1",0,3,3,3,3,3,3,0,0
"0000292972",70,NA,7361.19,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000293001",32,"2",42.98,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000293173",103,"1",14.5,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000293234",57,"0",924.24,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000293458",16,"0",1179.41,"3","2","1","0","1","1",0,8,5,4,4,4,2,0,1
"0000293590",NA,"1",844.69,"0","0","1","0","0","0",0,0,0,0,0,0,0,1,1
"0000293724",89,"1",11503.37,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000293868",7,"1",5565.43,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000293985",8,"1",3750.57,"0","0","0","0","0","0",0,0,1,1,0,0,0,1,1
"0000294147",50,"1",962.08,"0","0","1","0","0","0",0,0,0,1,0,0,0,1,1
"0000294693",82,"1",128.02,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,1
"0000295388",20,"0",1922.18,"0","0","0","0","0","1",0,0,1,0,0,0,0,0,1
"0000295718",62,"1",12678.69,"0","0","0","0","0","0",0,0,0,0,0,0,0,1,0
"0000296370",NA,"1",8712.78,"0","0","0","0","0","0",47434.95,0,0,0,0,0,0,1,1
